id,type,text1,text2,text3,notes
sun_ice_ihs,SHIP,"这些舰船不仅都经过大规模的改装，且大多都远远超出原始的设计规范，这样做的目的，不仅仅是让其扮演原本无法从事的特定角色，更多的则是从原始船体中榨取最后一滴可用潜能。只有在极少数情况下，一艘舰船才会被如此彻底改造，成为了一艘所谓的'新船'，这些承载着独特性能以及更高能力的舰船，人们通常都会在舰种名前加上{Mod，代表'改造'。随着它们在战场上取得杰出成就并获得传说级声望，也使其成为了精英海盗、赏金猎人、行业精英们梦寐以求的珍贵财产。

就外表而言，这似乎是一种未完工的试验性巡洋舰。据完全不可靠的消息称，这种恐怖的巡洋舰是祝死秘神级，灵魂祸根级，夜觅者级以及封仪祭剑级混合重构的结果，而底层架构又遭到了莫名的模因污染，最终产生了这个怪物。但总而言之，自从某一队流亡者设法把它从伊甸守备军的实验室里偷出来，并奇迹般地用它摧毁了所有追击的封锁舰队之后，它就以无与伦比的强袭能力，成为了各种在星际酒吧和地下场所流传的伊甸主题太空歌剧中的传奇，尽管这些流言的转述者们没有一个真的活着见过这艘舰船。","就外表而言，这似乎是一种未完工的试验性巡洋舰。据完全不可靠的消息称，这种恐怖的巡洋舰是祝死秘神级，灵魂祸根级，夜觅者级以及封仪祭剑级混合重构的结果，而底层架构又遭到了莫名的模因污染，最终产生了这个怪物。但总而言之，自从某一队流亡者设法把它从伊甸守备军的实验室里偷出来，并奇迹般地用它摧毁了所有追击的封锁舰队之后，它就以无与伦比的强袭能力，成为了各种在星际酒吧和地下场所流传的伊甸主题太空歌剧中的传奇，尽管这些流言的转述者们没有一个真的活着见过这艘舰船。",,
,,,,,
sun_ice_jaunt_heavy,SHIP_SYSTEM,允许临时传送至一段距离之外，在此后迅速闪回，其间大幅增加机动性。,特殊,,
sun_ice_jaunt_light,SHIP_SYSTEM,允许临时传送至一段距离之外，在此后迅速闪回。,特殊,,
sun_ice_fluxdrive,SHIP_SYSTEM,开启特殊驱动，以牺牲机动性为代价获得巨大的速度加成。,机动,,
sun_ice_fofinverter,SHIP_SYSTEM,重新编码附近导弹的敌我识别系统，使来袭导弹转而攻击他们的友军。,防御,,
sun_ice_repairarmor,SHIP_SYSTEM,修复装甲并产生硬幅能。暂停使用武器的时间越长，效率越高。,防御,,
sun_ice_drone_mx,SHIP_SYSTEM,部署三个维护无人机修复装甲，再生弹药，并维持后勤水平。对于非ICS舰船维修效果大幅降低。,无人机(支援),,
sun_ice_fissiondrill_sys,SHIP_SYSTEM,在船体上覆盖一层能量体，摧毁所有碰触到的目标。可以彻底穿透目标(包括护盾/装甲/结构),进攻,,
sun_ice_inversionmatrix,SHIP_SYSTEM,激活期间将受到的伤害转换为修复装甲，但此时自身只有产生幅能较少的武器可以开火。,防御,,
sun_ice_divebomb,SHIP_SYSTEM,极大提高投弹时的舰船速度，并提高投弹的动能。,机动,,
sun_ice_sensor_boost,SHIP_SYSTEM,激活时提高传感器的范围。,机动,,
sun_ice_drone_pd,SHIP_SYSTEM,部署两个搭载了 撒播者 PD 的无人机。,无人机(区域防御),,
sun_ice_limiter_control,SHIP_SYSTEM,伊甸学者超常的力量被以安全为由限制，在必要时刻减少限制力度则能够迁跃到敌人的身后进行一次奇袭，且它的内置武器会在这次迁跃后得到强化。在限制器降档的情况下，伊甸学者将能够使用它的第二战术系统，但在此之后必须重新恢复安全限制。,特殊,,
,,,,,
sun_ice,FACTION,伊甸堡垒的技术常被认为是神话，直到最近那些罕见而独特的技术才被世人所认识。这些改变的原因源自伊甸内人口控制派和殖民派之间长期内战的开始。经过数百年的人口增长，伊甸的基础设施已经不足以支撑如此庞大的人口，随时都可能造成致命的灾难。当伊甸的居民被允许离开边境时，政府没有改变伊甸实行了数百年的归国和科技出口禁令，这意味着在伊甸政府对舰船严格的监控下，这些选择离开的人们将不再被允许回到伊甸本土。这场冲突造成的动乱持续升级，直到堡垒大片区域被强行封锁，其中包括一个船坞和数个军工厂。这些新获得的舰船和武器为反政府武装提供了发动全面战争的能力，但他们依旧处于下风。经过几个月的对峙和冲突，反抗军节节败退，那些想要成为革命者的人最终决定带着巨大的军工厂和数千名居民离开了伊甸。,,,
sun_ici,FACTION,他们自称是伊甸要塞的驻军，这些神秘的居民们自大崩塌以前就居住并捍卫着这里。通过维持自给自足和孤立主义的严格政策，要塞军凭借着伊甸堡垒内大量令人骇然的技术成果维持内圣之道，且在最近几年之前少有被外界察觉。但自从增长的人口越过了平衡点，愈演愈烈的社会资源冲突和平均生活质量下降造就了平和外表下的暗流涌动，并最终促成了第一代伊甸流亡者及其后续次代们的产生。,,,
,,,,,
sun_ice_idoneus_citadel,CUSTOM,这里曾是一个巨大且复杂的军事研究设施。数世纪以来，伊甸堡垒凭借强大的防御力和深深埋藏在设施中的人之领顶尖科技保护着它的居民们。,,整个设施是一种巨大的分层结构，难以理解的维修和燃料吊机隐藏在巨型环状实验室群及其辅助系统的阴影处的工业机库中，在高处，商业大楼和城市群和多翼船坞被一个布满通信阵列和武器仓的指挥控制尖塔监视着。,
sun_ice_idoneus_ulterius,CUSTOM,伊甸堡垒的前哨站点，这个气势非同一般的设施是数十万人民的先锋盾，也能胜任同时为数十支封锁舰队进行补给的职能。,,这个层次分明的设施严格规划了军事区域与民用区域的分隔，乃至于就连后勤循环都是两套分立的。不过位于中轴的庞大监视阵列却无差别地扫描每一处区域，并将一切可能危害安全或稳定的行为报告给最近的机动处理单位。,
sun_ice_shalom_station,CUSTOM,这个空间站曾是一个庞大的殖民船，和其他不幸被毁的母舰不同，它见证了最后一支伊甸流亡舰队最终成功建立新家园脱离苦海的那一刻。,,整艘殖民船的一部分功能已经停止运作，但物质再生组件所组成的阵列依然在为殖民地提供源源不断的物资，多个被改造为巨型港口的原对接口也在发挥余热。尽管它的本职已经成为了过去式，这个大型复合体依然有着举足轻重的作用。,
